"latitude","longitude","chargerName","date","vehicle","rating"
"38.233318","-85.711302","Highland Green Building","2018-08-27T16:43:42Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-08-27T13:15:30Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-08-24T23:11:37Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-08-22T13:01:04Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-08-20T12:27:32Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-08-18T22:12:15Z","BMW 530e","1"
"38.233318","-85.711302","Highland Green Building","2018-08-15T20:04:25Z","Chrysler Pacifica Hybrid","0"
"38.233318","-85.711302","Highland Green Building","2018-08-13T12:11:04Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-08-08T22:34:15Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-30T12:05:19Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-30T02:06:12Z","Tesla Model 3","1"
"38.233318","-85.711302","Highland Green Building","2018-07-28T21:48:11Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-07-27T23:38:06Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-07-25T11:59:46Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-20T12:45:01Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-19T11:47:08Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-17T15:42:38Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-13T20:42:33Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2018-07-13T11:15:39Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-08T16:41:01Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2018-07-04T20:16:20Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-07-04T11:07:43Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-02T10:45:26Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-07-01T22:31:59Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2018-06-28T11:34:52Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-06-19T21:01:40Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-06-18T11:29:16Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-06-16T23:53:03Z","Chevrolet Bolt EV","1"
"38.233318","-85.711302","Highland Green Building","2018-06-15T16:19:57Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-05-14T13:23:08Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-05-11T21:59:50Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-05-01T13:58:22Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-04-17T23:19:56Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-04-17T16:58:14Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-04-12T19:04:31Z","Chevrolet Volt","0"
"38.233318","-85.711302","Highland Green Building","2018-04-12T15:44:33Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2018-04-10T15:48:53Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-04-03T18:51:44Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-04-03T17:30:19Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-04-03T13:43:05Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-30T15:44:27Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-03-30T13:42:30Z","Nissan LEAF","-1"
"38.233318","-85.711302","Highland Green Building","2018-03-29T21:17:09Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-29T16:31:43Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-21T15:39:38Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-03-19T15:34:16Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-16T17:03:34Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2018-03-15T21:53:46Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-13T20:41:11Z","Chevrolet Volt","0"
"38.233318","-85.711302","Highland Green Building","2018-03-12T14:56:09Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-08T20:28:59Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-03-04T14:47:42Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-03T21:16:16Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-03-02T22:59:47Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-03-02T22:25:38Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-03-02T21:37:33Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-02-27T16:54:06Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-02-13T19:08:58Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-02-07T16:53:26Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-02-06T18:55:13Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-02-04T16:51:37Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-02-02T18:03:17Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-27T17:07:14Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2018-01-26T16:07:18Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-23T17:00:43Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-01-22T17:28:26Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-22T16:25:11Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-20T22:10:18Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-17T21:10:16Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-12T17:17:12Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2018-01-10T19:21:16Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2018-01-10T14:31:32Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-05T17:44:27Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2018-01-03T18:04:19Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2018-01-03T16:50:52Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2018-01-02T19:15:55Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-12-29T16:52:55Z","Fiat 500e","-1"
"38.233318","-85.711302","Highland Green Building","2017-12-28T18:18:21Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-12-27T17:22:36Z","Fiat 500e","-1"
"38.233318","-85.711302","Highland Green Building","2017-12-22T18:11:26Z","Toyota RAV4 EV","1"
"38.233318","-85.711302","Highland Green Building","2017-12-20T19:10:10Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-12-18T18:17:15Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-12-13T22:46:40Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2017-12-12T18:11:21Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-12-10T18:22:07Z","Other","1"
"38.233318","-85.711302","Highland Green Building","2017-12-08T14:58:40Z","Toyota Prius Prime","1"
"38.233318","-85.711302","Highland Green Building","2017-12-02T16:02:42Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-11-30T14:03:17Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-11-29T13:15:16Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2017-11-27T13:11:56Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2017-11-26T20:14:29Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-11-20T18:35:51Z","Honda Accord Plug-In","1"
"38.233318","-85.711302","Highland Green Building","2017-11-11T16:51:45Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-11-03T19:31:11Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-10-28T15:32:57Z","Chevrolet Bolt EV","1"
"38.233318","-85.711302","Highland Green Building","2017-10-20T21:45:35Z","Tesla Model S","1"
"38.233318","-85.711302","Highland Green Building","2017-10-20T13:27:20Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-10-19T21:35:08Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-10-18T17:25:57Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-10-18T16:16:07Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-10-16T21:53:00Z","Nissan LEAF","0"
"38.233318","-85.711302","Highland Green Building","2017-08-26T01:49:58Z","undefined","-1"
"38.233318","-85.711302","Highland Green Building","2017-08-23T12:21:04Z","Nissan LEAF","0"
"38.233318","-85.711302","Highland Green Building","2017-08-18T09:51:12Z","Nissan LEAF","0"
"38.233318","-85.711302","Highland Green Building","2017-08-17T19:10:05Z","e-Golf","0"
"38.233318","-85.711302","Highland Green Building","2017-08-16T18:12:55Z","Fiat 500e","-1"
"38.233318","-85.711302","Highland Green Building","2017-08-13T18:22:09Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-08-12T11:52:22Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-08-09T20:31:29Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-08-08T21:03:36Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-08-06T16:41:01Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-08-05T11:50:15Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-08-03T22:37:35Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-07-31T21:50:59Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-07-30T02:03:05Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-07-28T16:59:51Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-07-25T12:34:38Z","Honda Accord Plug-In","1"
"38.233318","-85.711302","Highland Green Building","2017-07-24T14:14:44Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-07-24T12:42:54Z","Honda Accord Plug-In","1"
"38.233318","-85.711302","Highland Green Building","2017-07-22T21:35:14Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-07-22T20:44:57Z","e-Golf","-1"
"38.233318","-85.711302","Highland Green Building","2017-07-20T23:10:22Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-07-17T01:17:44Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-07-16T17:52:48Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-07-12T22:00:26Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-07-11T23:55:07Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-07-08T20:27:40Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-07-08T18:42:42Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-07-07T19:15:28Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-07-06T22:34:26Z","Tesla Model S","1"
"38.233318","-85.711302","Highland Green Building","2017-07-05T15:30:54Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-07-04T19:54:35Z","Fiat 500e","1"
"38.233318","-85.711302","Highland Green Building","2017-07-03T13:55:12Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-07-01T16:54:45Z","Tesla Model S","1"
"38.233318","-85.711302","Highland Green Building","2017-06-27T22:19:29Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-06-20T23:06:39Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-06-18T21:02:27Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-06-18T18:44:35Z","BMW i3","1"
"38.233318","-85.711302","Highland Green Building","2017-06-18T15:14:48Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-06-17T23:07:38Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-06-17T10:22:55Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-05-31T15:44:51Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-05-21T22:43:14Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-05-16T16:19:14Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-05-04T16:58:12Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-05-03T18:35:17Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-04-30T13:18:00Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-04-27T14:30:19Z","BMW i3","1"
"38.233318","-85.711302","Highland Green Building","2017-04-23T23:20:22Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-04-13T16:37:16Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-04-08T17:53:23Z","Ford Fusion Energi","1"
"38.233318","-85.711302","Highland Green Building","2017-04-05T16:15:22Z","Prius Plug-In Hybrid","1"
"38.233318","-85.711302","Highland Green Building","2017-03-29T00:31:22Z","Chevrolet Volt Gen2","1"
"38.233318","-85.711302","Highland Green Building","2017-03-25T17:28:14Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-03-23T13:05:32Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-03-05T21:56:22Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-03-04T22:44:36Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-02-26T17:07:04Z","Ford Fusion Energi","0"
"38.233318","-85.711302","Highland Green Building","2017-02-25T18:11:32Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2017-02-24T15:58:15Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-01-25T16:46:10Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-01-22T16:00:07Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2017-01-18T17:27:36Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2017-01-12T19:37:09Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-12-26T18:41:18Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-12-17T00:56:55Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-12-09T03:37:33Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-12-08T18:44:56Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-12-02T14:58:06Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-11-25T21:45:19Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-11-22T15:42:39Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-11-19T15:58:52Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-11-18T00:06:14Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-11-17T19:37:01Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-11-13T16:18:23Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-11-11T18:24:11Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-11-10T20:17:01Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-11-06T21:35:25Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-11-05T15:41:24Z","Nissan LEAF 2016","1"
"38.233318","-85.711302","Highland Green Building","2016-11-03T20:25:47Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-10-29T17:42:42Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-10-20T18:35:26Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-10-06T19:10:24Z","Ford Fusion Energi","1"
"38.233318","-85.711302","Highland Green Building","2016-10-06T18:36:02Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-09-28T14:23:30Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-09-22T18:35:31Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-09-16T22:05:28Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-09-14T19:35:28Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-09-14T17:38:31Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-09-08T18:37:18Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-09-05T18:49:03Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-09-05T17:57:53Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-08-31T20:43:31Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-08-31T19:18:54Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-08-25T13:26:21Z","undefined","0"
"38.233318","-85.711302","Highland Green Building","2016-08-24T12:58:02Z","Nissan LEAF","0"
"38.233318","-85.711302","Highland Green Building","2016-08-05T19:22:42Z","Nissan LEAF","0"
"38.233318","-85.711302","Highland Green Building","2016-08-05T17:57:49Z","Chevrolet Volt","0"
"38.233318","-85.711302","Highland Green Building","2016-08-02T16:27:41Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-07-30T02:15:24Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-07-27T18:32:04Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-27T17:30:39Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-23T21:16:14Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-23T19:07:05Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-22T18:08:57Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-21T17:12:20Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-21T14:17:09Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-18T21:18:31Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-16T17:48:04Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2016-07-14T19:11:01Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-07-14T16:28:56Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-13T12:52:27Z","BMW i3","1"
"38.233318","-85.711302","Highland Green Building","2016-07-11T15:40:32Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-07-09T19:20:20Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-30T18:58:48Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-23T19:04:45Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-16T19:28:54Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-12T22:01:55Z","Nissan LEAF","0"
"38.233318","-85.711302","Highland Green Building","2016-06-12T17:57:27Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2016-06-12T15:24:12Z","Ford C-MAX Energi","1"
"38.233318","-85.711302","Highland Green Building","2016-06-12T05:02:06Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-09T18:50:50Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-08T18:26:37Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-05T04:27:10Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-05T01:27:40Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-05T00:08:45Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-04T18:18:21Z","Nissan LEAF","0"
"38.233318","-85.711302","Highland Green Building","2016-06-02T19:12:37Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-01T16:43:18Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-06-01T13:31:13Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-30T21:45:52Z","Ford Fusion Energi","1"
"38.233318","-85.711302","Highland Green Building","2016-05-30T19:00:29Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-29T14:15:15Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-28T00:13:39Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-27T20:11:28Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-27T12:06:18Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-19T18:40:44Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-14T21:26:27Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-12T18:44:43Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-11T18:35:05Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-08T00:18:24Z","Chevrolet Volt","1"
"38.233318","-85.711302","Highland Green Building","2016-05-06T18:40:12Z","Ford Fusion Energi","1"
"38.233318","-85.711302","Highland Green Building","2016-05-05T18:34:21Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-01T14:40:20Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-05-01T13:37:20Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-04-28T18:46:22Z","Nissan LEAF","1"
"38.233318","-85.711302","Highland Green Building","2016-04-25T19:06:32Z","Nissan LEAF","1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2019-06-05T19:57:36Z","Nissan LEAF","-1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2019-05-24T14:10:33Z","Nissan LEAF","1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2018-12-24T15:30:40Z","Chevrolet Bolt EV","1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2018-12-24T15:28:28Z","Chevrolet Bolt EV","1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2018-12-24T15:27:32Z","Chevrolet Bolt EV","1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2018-07-10T18:59:58Z","Nissan LEAF","-1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2017-06-13T18:10:09Z","Nissan LEAF","1"
"38.242612","-85.743114","Louisville Metro Housing Authority EVCS #7","2017-02-03T13:42:25Z","Ford Fusion Energi","1"
"38.242969","-85.746268","Louisville Metro Housing Authority EVCS #2","2017-06-13T17:46:39Z","Nissan LEAF","1"
"38.242823","-85.744685","Louisville Metro Housing Authority EVCS #4","2019-03-19T19:12:56Z","Nissan LEAF","-1"
"38.242823","-85.744685","Louisville Metro Housing Authority EVCS #4","2017-06-13T17:52:23Z","Nissan LEAF","1"
"38.242823","-85.744685","Louisville Metro Housing Authority EVCS #4","2017-04-12T20:32:06Z","Ford Focus Electric","1"
"38.242823","-85.744685","Louisville Metro Housing Authority EVCS #4","2017-04-12T20:29:59Z","Ford Focus Electric","1"
"38.242823","-85.744685","Louisville Metro Housing Authority EVCS #4","2017-03-13T15:27:32Z","Ford Fusion Energi","1"
"38.242503","-85.742352","Louisville Metro Housing Authority EVCS #9","2018-12-24T15:33:45Z","Chevrolet Bolt EV","1"
"38.242503","-85.742352","Louisville Metro Housing Authority EVCS #9","2017-09-10T13:44:03Z","Nissan LEAF","1"
"38.242503","-85.742352","Louisville Metro Housing Authority EVCS #9","2017-09-09T21:28:22Z","Nissan LEAF","1"
"38.242503","-85.742352","Louisville Metro Housing Authority EVCS #9","2017-09-09T20:59:32Z","Nissan LEAF","1"
"38.242503","-85.742352","Louisville Metro Housing Authority EVCS #9","2017-06-13T18:16:20Z","Nissan LEAF","1"
"38.243002","-85.74525","Louisville Metro Housing Authority EVCS #3","2018-02-09T00:36:18Z","Kia Optima Plug-In Hybrid","1"
"38.243002","-85.74525","Louisville Metro Housing Authority EVCS #3","2018-02-08T03:37:55Z","Kia Optima Plug-In Hybrid","1"
"38.243002","-85.74525","Louisville Metro Housing Authority EVCS #3","2017-06-13T17:57:11Z","Nissan LEAF","1"
"38.242302","-85.745329","Louisville Metro Housing Authority EVCS #5","2017-06-13T18:01:55Z","Nissan LEAF","1"
"38.242302","-85.745329","Louisville Metro Housing Authority EVCS #5","2016-05-20T01:01:13Z","Nissan LEAF","-1"
"38.242168","-85.744992","Louisville Metro Housing Authority EVCS #6","2017-06-13T18:05:40Z","Nissan LEAF","1"
"38.242168","-85.744992","Louisville Metro Housing Authority EVCS #6","2016-08-18T15:34:06Z","Nissan LEAF","1"
"38.242168","-85.744992","Louisville Metro Housing Authority EVCS #6","2016-05-20T00:58:11Z","Nissan LEAF","-1"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2019-06-05T19:20:44Z","Nissan LEAF","-1"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2018-09-12T14:35:06Z","BMW i3","-1"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2018-08-03T12:21:55Z","Ford C-MAX Energi","1"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2018-04-08T21:25:50Z","Nissan LEAF","-1"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2017-09-05T21:18:38Z","Ford C-MAX Energi","0"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2017-09-05T21:17:22Z","Ford C-MAX Energi","1"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2017-06-13T18:21:10Z","Nissan LEAF","1"
"38.241831","-85.742371","Louisville Metro Housing Authority EVCS #8","2017-05-02T13:56:46Z","Nissan LEAF","1"
